"","Date","period","GoldPrice","Date2","OilPrice","GoldPrice_interp","OilPrice_interp"
"3066",2018-05-24,2018-05-24,967.73,2018-05-24,70.77,967.73,70.77
"3067",2018-05-25,2018-05-25,976.53,2018-05-25,67.92,976.53,67.92
"3068",2018-05-26,NA,NA,NA,NA,978.355,67.64
"3069",2018-05-27,NA,NA,NA,NA,980.18,67.36
"3070",2018-05-28,NA,NA,2018-05-28,NA,982.005,67.08
"3071",2018-05-29,2018-05-29,983.83,2018-05-29,66.8,983.83,66.8
"3072",2018-05-30,2018-05-30,979.27,2018-05-30,68.24,979.27,68.24
"3073",2018-05-31,2018-05-31,978.54,2018-05-31,66.98,978.54,66.98
"3074",2018-06-01,2018-06-01,976.83,2018-06-01,65.81,976.83,65.81
"3075",2018-06-02,NA,NA,NA,NA,973.373333333333,65.46
"3076",2018-06-03,NA,NA,NA,NA,969.916666666667,65.11
"3077",2018-06-04,2018-06-04,966.46,2018-06-04,64.76,966.46,64.76
"3078",2018-06-05,2018-06-05,966.73,2018-06-05,65.51,966.73,65.51
"3079",2018-06-06,2018-06-06,964.57,2018-06-06,64.75,964.57,64.75
"3080",2018-06-07,2018-06-07,963.86,2018-06-07,65.96,963.86,65.96
"3081",2018-06-08,2018-06-08,968.68,2018-06-08,65.77,968.68,65.77
"3082",2018-06-09,NA,NA,NA,NA,968.893333333333,65.88
"3083",2018-06-10,NA,NA,NA,NA,969.106666666667,65.99
"3084",2018-06-11,2018-06-11,969.32,2018-06-11,66.1,969.32,66.1
"3085",2018-06-12,2018-06-12,968.27,2018-06-12,66.38,968.27,66.38
"3086",2018-06-13,2018-06-13,971.58,2018-06-13,66.63,971.58,66.63
"3087",2018-06-14,2018-06-14,971.27,2018-06-14,66.91,971.27,66.91
"3088",2018-06-15,2018-06-15,978.98,2018-06-15,65.01,978.98,65.01
"3089",2018-06-16,NA,NA,NA,NA,974.973333333333,65.31
"3090",2018-06-17,NA,NA,NA,NA,970.966666666667,65.61
"3091",2018-06-18,2018-06-18,966.96,2018-06-18,65.91,966.96,65.91
"3092",2018-06-19,2018-06-19,971.14,2018-06-19,65.09,971.14,65.09
"3093",2018-06-20,2018-06-20,967.29,2018-06-20,65.92,967.29,65.92
"3094",2018-06-21,2018-06-21,963.32,2018-06-21,65.68,963.32,65.68
"3095",2018-06-22,2018-06-22,954.05,2018-06-22,69.02,954.05,69.02
"3096",2018-06-23,NA,NA,NA,NA,955.853333333333,69.3166666666667
"3097",2018-06-24,NA,NA,NA,NA,957.656666666667,69.6133333333333
"3098",2018-06-25,2018-06-25,959.46,2018-06-25,69.91,959.46,69.91
"3099",2018-06-26,2018-06-26,949.15,2018-06-26,75.23,949.15,75.23
"3100",2018-06-27,2018-06-27,951.4,2018-06-27,77.41,951.4,77.41
"3101",2018-06-28,2018-06-28,955.26,2018-06-28,73.45,955.26,73.45
"3102",2018-06-29,2018-06-29,950.29,2018-06-29,74.13,950.29,74.13
"3103",2018-06-30,NA,NA,NA,NA,949.816666666667,74.05
"3104",2018-07-01,NA,NA,NA,NA,949.343333333333,73.97
"3105",2018-07-02,2018-07-02,948.87,2018-07-02,73.89,948.87,73.89
"3106",2018-07-03,2018-07-03,944.85,2018-07-03,74.19,944.85,74.19
"3107",2018-07-04,2018-07-04,951.47,2018-07-04,NA,951.47,73.62
"3108",2018-07-05,2018-07-05,946.89,2018-07-05,73.05,946.89,73.05
"3109",2018-07-06,2018-07-06,947.55,2018-07-06,73.78,947.55,73.78
"3110",2018-07-07,NA,NA,NA,NA,947.35,73.83
"3111",2018-07-08,NA,NA,NA,NA,947.15,73.88
"3112",2018-07-09,2018-07-09,946.95,2018-07-09,73.93,946.95,73.93
"3113",2018-07-10,2018-07-10,946.17,2018-07-10,74.11,946.17,74.11
"3114",2018-07-11,2018-07-11,943.63,2018-07-11,70.47,943.63,70.47
"3115",2018-07-12,2018-07-12,942.1,2018-07-12,70.28,942.1,70.28
"3116",2018-07-13,2018-07-13,945.14,2018-07-13,71.03,945.14,71.03
"3117",2018-07-14,NA,NA,NA,NA,942.896666666667,70.0933333333333
"3118",2018-07-15,NA,NA,NA,NA,940.653333333333,69.1566666666667
"3119",2018-07-16,2018-07-16,938.41,2018-07-16,68.22,938.41,68.22
"3120",2018-07-17,2018-07-17,938.46,2018-07-17,68.03,938.46,68.03
"3121",2018-07-18,2018-07-18,938.02,2018-07-18,68.78,938.02,68.78
"3122",2018-07-19,2018-07-19,936.06,2018-07-19,69.42,936.06,69.42
"3123",2018-07-20,2018-07-20,940.56,2018-07-20,70.31,940.56,70.31
"3124",2018-07-21,NA,NA,NA,NA,939.443333333333,69.5066666666667
"3125",2018-07-22,NA,NA,NA,NA,938.326666666667,68.7033333333333
"3126",2018-07-23,2018-07-23,937.21,2018-07-23,67.9,937.21,67.9
"3127",2018-07-24,2018-07-24,933.77,2018-07-24,70.77,933.77,70.77
"3128",2018-07-25,2018-07-25,935.09,2018-07-25,71.13,935.09,71.13
"3129",2018-07-26,2018-07-26,931.46,2018-07-26,71.59,931.46,71.59
"3130",2018-07-27,2018-07-27,931.06,2018-07-27,68.66,931.06,68.66
"3131",2018-07-28,NA,NA,NA,NA,931.106666666667,69.5033333333333
"3132",2018-07-29,NA,NA,NA,NA,931.153333333333,70.3466666666667
"3133",2018-07-30,2018-07-30,931.2,2018-07-30,71.19,931.2,71.19
"3134",2018-07-31,2018-07-31,926.71,2018-07-31,69.88,926.71,69.88
"3135",2018-08-01,2018-08-01,932.47,2018-08-01,68.8,932.47,68.8
"3136",2018-08-02,2018-08-02,931.22,2018-08-02,68.95,931.22,68.95
"3137",2018-08-03,2018-08-03,928.6,2018-08-03,68.49,928.6,68.49
"3138",2018-08-04,NA,NA,NA,NA,930.713333333333,68.6633333333333
"3139",2018-08-05,NA,NA,NA,NA,932.826666666667,68.8366666666667
"3140",2018-08-06,2018-08-06,934.94,2018-08-06,69.01,934.94,69.01
"3141",2018-08-07,2018-08-07,937.32,2018-08-07,69.17,937.32,69.17
"3142",2018-08-08,2018-08-08,939.57,2018-08-08,66.92,939.57,66.92
"3143",2018-08-09,2018-08-09,944.08,2018-08-09,66.81,944.08,66.81
"3144",2018-08-10,2018-08-10,947.87,2018-08-10,67.61,947.87,67.61
"3145",2018-08-11,NA,NA,NA,NA,946.863333333333,67.49
"3146",2018-08-12,NA,NA,NA,NA,945.856666666667,67.37
"3147",2018-08-13,2018-08-13,944.85,2018-08-13,67.25,944.85,67.25
"3148",2018-08-14,2018-08-14,935.32,2018-08-14,67.04,935.32,67.04
"3149",2018-08-15,2018-08-15,933.1,2018-08-15,65.07,933.1,65.07
"3150",2018-08-16,2018-08-16,928.38,2018-08-16,65.44,928.38,65.44
"3151",2018-08-17,2018-08-17,925.59,2018-08-17,65.93,925.59,65.93
"3152",2018-08-18,NA,NA,NA,NA,928.156666666667,66.12
"3153",2018-08-19,NA,NA,NA,NA,930.723333333333,66.31
"3154",2018-08-20,2018-08-20,933.29,2018-08-20,66.5,933.29,66.5
"3155",2018-08-21,2018-08-21,931.28,2018-08-21,67.32,931.28,67.32
"3156",2018-08-22,2018-08-22,928.52,2018-08-22,67.85,928.52,67.85
"3157",2018-08-23,2018-08-23,923.24,2018-08-23,69.13,923.24,69.13
"3158",2018-08-24,2018-08-24,928.76,2018-08-24,69.71,928.76,69.71
"3159",2018-08-25,NA,NA,NA,NA,931.54,69.7966666666667
"3160",2018-08-26,NA,NA,NA,NA,934.32,69.8833333333333
"3161",2018-08-27,NA,NA,2018-08-27,69.97,937.1,69.97
"3162",2018-08-28,2018-08-28,939.88,2018-08-28,68.54,939.88,68.54
"3163",2018-08-29,2018-08-29,935.14,2018-08-29,69.68,935.14,69.68
"3164",2018-08-30,2018-08-30,924.25,2018-08-30,70.25,924.25,70.25
"3165",2018-08-31,2018-08-31,927.58,2018-08-31,69.84,927.58,69.84
"3166",2018-09-01,NA,NA,NA,NA,929.386666666667,69.835
"3167",2018-09-02,NA,NA,NA,NA,931.193333333333,69.83
"3168",2018-09-03,2018-09-03,933,2018-09-03,NA,933,69.825
"3169",2018-09-04,2018-09-04,932.57,2018-09-04,69.82,932.57,69.82
"3170",2018-09-05,2018-09-05,932.46,2018-09-05,68.69,932.46,68.69
"3171",2018-09-06,2018-09-06,931.65,2018-09-06,67.81,931.65,67.81
"3172",2018-09-07,2018-09-07,928.3,2018-09-07,67.73,928.3,67.73
"3173",2018-09-08,NA,NA,NA,NA,926.626666666667,67.67
"3174",2018-09-09,NA,NA,NA,NA,924.953333333333,67.61
"3175",2018-09-10,2018-09-10,923.28,2018-09-10,67.55,923.28,67.55
"3176",2018-09-11,2018-09-11,915.92,2018-09-11,69.29,915.92,69.29
"3177",2018-09-12,2018-09-12,919.07,2018-09-12,70.37,919.07,70.37
"3178",2018-09-13,2018-09-13,924.41,2018-09-13,68.6,924.41,68.6
"3179",2018-09-14,2018-09-14,918.76,2018-09-14,68.98,918.76,68.98
"3180",2018-09-15,NA,NA,NA,NA,917.173333333333,68.94
"3181",2018-09-16,NA,NA,NA,NA,915.586666666667,68.9
"3182",2018-09-17,2018-09-17,914,2018-09-17,68.86,914,68.86
"3183",2018-09-18,2018-09-18,913.94,2018-09-18,69.87,913.94,69.87
"3184",2018-09-19,2018-09-19,912.48,2018-09-19,71.08,912.48,71.08
"3185",2018-09-20,2018-09-20,910.55,2018-09-20,70.77,910.55,70.77
"3186",2018-09-21,2018-09-21,914.88,2018-09-21,70.8,914.88,70.8
"3187",2018-09-22,NA,NA,NA,NA,914.483333333333,71.61
"3188",2018-09-23,NA,NA,NA,NA,914.086666666667,72.42
"3189",2018-09-24,2018-09-24,913.69,2018-09-24,73.23,913.69,73.23
"3190",2018-09-25,2018-09-25,912.3,2018-09-25,73.4,912.3,73.4
"3191",2018-09-26,2018-09-26,910.49,2018-09-26,72.22,910.49,72.22
"3192",2018-09-27,2018-09-27,911.59,2018-09-27,72.18,911.59,72.18
"3193",2018-09-28,2018-09-28,906.44,2018-09-28,73.16,906.44,73.16
"3194",2018-09-29,NA,NA,NA,NA,906.94,73.8966666666667
"3195",2018-09-30,NA,NA,NA,NA,907.44,74.6333333333333
"3196",2018-10-01,2018-10-01,907.94,2018-10-01,75.37,907.94,75.37
"3197",2018-10-02,2018-10-02,919.77,2018-10-02,75.16,919.77,75.16
"3198",2018-10-03,2018-10-03,925.73,2018-10-03,76.4,925.73,76.4
"3199",2018-10-04,2018-10-04,925.02,2018-10-04,74.44,925.02,74.44
"3200",2018-10-05,2018-10-05,921.48,2018-10-05,74.26,921.48,74.26
"3201",2018-10-06,NA,NA,NA,NA,919.273333333333,74.2633333333333
"3202",2018-10-07,NA,NA,NA,NA,917.066666666667,74.2666666666667
"3203",2018-10-08,2018-10-08,914.86,2018-10-08,74.27,914.86,74.27
"3204",2018-10-09,2018-10-09,910.26,2018-10-09,74.95,910.26,74.95
"3205",2018-10-10,2018-10-10,902.02,2018-10-10,73.18,902.02,73.18
"3206",2018-10-11,2018-10-11,910.31,2018-10-11,70.97,910.31,70.97
"3207",2018-10-12,2018-10-12,922.11,2018-10-12,71.41,922.11,71.41
"3208",2018-10-13,NA,NA,NA,NA,927.306666666667,71.5533333333333
"3209",2018-10-14,NA,NA,NA,NA,932.503333333333,71.6966666666667
"3210",2018-10-15,2018-10-15,937.7,2018-10-15,71.84,937.7,71.84
"3211",2018-10-16,2018-10-16,931.35,2018-10-16,71.93,931.35,71.93
"3212",2018-10-17,2018-10-17,933.68,2018-10-17,69.63,933.68,69.63
"3213",2018-10-18,2018-10-18,933.76,2018-10-18,68.63,933.76,68.63
"3214",2018-10-19,2018-10-19,942.44,2018-10-19,69.16,942.44,69.16
"3215",2018-10-20,NA,NA,NA,NA,940.99,69.19
"3216",2018-10-21,NA,NA,NA,NA,939.54,69.22
"3217",2018-10-22,2018-10-22,938.09,2018-10-22,69.25,938.09,69.25
"3218",2018-10-23,2018-10-23,950.67,2018-10-23,66.49,950.67,66.49
"3219",2018-10-24,2018-10-24,952.8,2018-10-24,66.56,952.8,66.56
"3220",2018-10-25,2018-10-25,954.67,2018-10-25,67.25,954.67,67.25
"3221",2018-10-26,2018-10-26,964.98,2018-10-26,67.58,964.98,67.58
"3222",2018-10-27,NA,NA,NA,NA,962.946666666667,67.3866666666667
"3223",2018-10-28,NA,NA,NA,NA,960.913333333333,67.1933333333333
"3224",2018-10-29,2018-10-29,958.88,2018-10-29,67,958.88,67
"3225",2018-10-30,2018-10-30,956.36,2018-10-30,66.18,956.36,66.18
"3226",2018-10-31,2018-10-31,955.77,2018-10-31,65.31,955.77,65.31
"3227",2018-11-01,2018-11-01,950.47,2018-11-01,63.67,950.47,63.67
"3228",2018-11-02,2018-11-02,948,2018-11-02,63.12,948,63.12
"3229",2018-11-03,NA,NA,NA,NA,947.536666666667,63.12
"3230",2018-11-04,NA,NA,NA,NA,947.073333333333,63.12
"3231",2018-11-05,2018-11-05,946.61,2018-11-05,63.12,946.61,63.12
"3232",2018-11-06,2018-11-06,947.75,2018-11-06,62.16,947.75,62.16
"3233",2018-11-07,2018-11-07,938.64,2018-11-07,61.69,938.64,61.69
"3234",2018-11-08,2018-11-08,932.02,2018-11-08,60.71,932.02,60.71
"3235",2018-11-09,2018-11-09,936.96,2018-11-09,60.19,936.96,60.19
"3236",2018-11-10,NA,NA,NA,NA,937.99,60.0766666666667
"3237",2018-11-11,NA,NA,NA,NA,939.02,59.9633333333333
"3238",2018-11-12,2018-11-12,940.05,2018-11-12,59.85,940.05,59.85
"3239",2018-11-13,2018-11-13,928.7,2018-11-13,55.63,928.7,55.63
"3240",2018-11-14,2018-11-14,927.04,2018-11-14,56.16,927.04,56.16
"3241",2018-11-15,2018-11-15,948.26,2018-11-15,56.45,948.26,56.45
"3242",2018-11-16,2018-11-16,948.93,2018-11-16,56.49,948.93,56.49
"3243",2018-11-17,NA,NA,NA,NA,949.643333333333,56.7133333333333
"3244",2018-11-18,NA,NA,NA,NA,950.356666666667,56.9366666666667
"3245",2018-11-19,2018-11-19,951.07,2018-11-19,57.16,951.07,57.16
"3246",2018-11-20,2018-11-20,951.45,2018-11-20,53.39,951.45,53.39
"3247",2018-11-21,2018-11-21,957.29,2018-11-21,54.41,957.29,54.41
"3248",2018-11-22,2018-11-22,950.42,2018-11-22,NA,950.42,53.82
"3249",2018-11-23,2018-11-23,951.69,2018-11-23,NA,951.69,53.23
"3250",2018-11-24,NA,NA,NA,NA,952.653333333333,52.64
"3251",2018-11-25,NA,NA,NA,NA,953.616666666667,52.05
"3252",2018-11-26,2018-11-26,954.58,2018-11-26,51.46,954.58,51.46
"3253",2018-11-27,2018-11-27,959.7,2018-11-27,51.31,959.7,51.31
"3254",2018-11-28,2018-11-28,949.69,2018-11-28,50.06,949.69,50.06
"3255",2018-11-29,2018-11-29,959.94,2018-11-29,51.46,959.94,51.46
"3256",2018-11-30,2018-11-30,956.95,2018-11-30,50.78,956.95,50.78
"3257",2018-12-01,NA,NA,NA,NA,959.966666666667,51.5133333333333
"3258",2018-12-02,NA,NA,NA,NA,962.983333333333,52.2466666666667
"3259",2018-12-03,2018-12-03,966,2018-12-03,52.98,966,52.98
"3260",2018-12-04,2018-12-04,966.74,2018-12-04,53.21,966.74,53.21
"3261",2018-12-05,2018-12-05,970.13,2018-12-05,52.64,970.13,52.64
"3262",2018-12-06,2018-12-06,971.48,2018-12-06,51.54,971.48,51.54
"3263",2018-12-07,2018-12-07,972.98,2018-12-07,52.76,972.98,52.76
"3264",2018-12-08,NA,NA,NA,NA,975.523333333333,52.1966666666667
"3265",2018-12-09,NA,NA,NA,NA,978.066666666667,51.6333333333333
"3266",2018-12-10,2018-12-10,980.61,2018-12-10,51.07,980.61,51.07
"3267",2018-12-11,2018-12-11,988.99,2018-12-11,51.65,988.99,51.65
"3268",2018-12-12,2018-12-12,993.31,2018-12-12,51.04,993.31,51.04
"3269",2018-12-13,2018-12-13,982.87,2018-12-13,52.69,982.87,52.69
"3270",2018-12-14,2018-12-14,983.39,2018-12-14,51.26,983.39,51.26
"3271",2018-12-15,NA,NA,NA,NA,983.13,50.7733333333333
"3272",2018-12-16,NA,NA,NA,NA,982.87,50.2866666666667
"3273",2018-12-17,2018-12-17,982.61,2018-12-17,49.8,982.61,49.8
"3274",2018-12-18,2018-12-18,987.43,2018-12-18,46.12,987.43,46.12
"3275",2018-12-19,2018-12-19,986.77,2018-12-19,47.96,986.77,47.96
"3276",2018-12-20,2018-12-20,988.69,2018-12-20,45.64,988.69,45.64
"3277",2018-12-21,2018-12-21,993.76,2018-12-21,45.38,993.76,45.38
"3278",2018-12-22,NA,NA,NA,NA,994.593333333333,45.512
"3279",2018-12-23,NA,NA,NA,NA,995.426666666667,45.644
"3280",2018-12-24,2018-12-24,996.26,2018-12-24,NA,996.26,45.776
"3281",2018-12-25,NA,NA,2018-12-25,NA,999.573333333333,45.908
"3282",2018-12-26,NA,NA,2018-12-26,46.04,1002.88666666667,46.04
"3283",2018-12-27,2018-12-27,1006.2,2018-12-27,44.48,1006.2,44.48
"3284",2018-12-28,2018-12-28,1009.16,2018-12-28,45.15,1009.16,45.15
"3285",2018-12-29,NA,NA,NA,NA,1007.92333333333,45.382
"3286",2018-12-30,NA,NA,NA,NA,1006.68666666667,45.614
"3287",2018-12-31,2018-12-31,1005.45,2018-12-31,NA,1005.45,45.846
"3288",2019-01-01,NA,NA,2019-01-01,NA,1009.945,46.078
"3289",2019-01-02,2019-01-02,1014.44,2019-01-02,46.31,1014.44,46.31
"3290",2019-01-03,2019-01-03,1024.05,2019-01-03,46.92,1024.05,46.92
"3291",2019-01-04,2019-01-04,1016.8,2019-01-04,47.76,1016.8,47.76
"3292",2019-01-05,NA,NA,NA,NA,1015.81,47.93
"3293",2019-01-06,NA,NA,NA,NA,1014.82,48.1
"3294",2019-01-07,2019-01-07,1013.83,2019-01-07,48.27,1013.83,48.27
"3295",2019-01-08,2019-01-08,1006.71,2019-01-08,49.58,1006.71,49.58
"3296",2019-01-09,2019-01-09,1006.46,2019-01-09,52.19,1006.46,52.19
"3297",2019-01-10,2019-01-10,1012.98,2019-01-10,52.42,1012.98,52.42
"3298",2019-01-11,2019-01-11,1012.91,2019-01-11,51.44,1012.91,51.44
"3299",2019-01-12,NA,NA,NA,NA,1010.94666666667,51.0633333333333
"3300",2019-01-13,NA,NA,NA,NA,1008.98333333333,50.6866666666667
"3301",2019-01-14,2019-01-14,1007.02,2019-01-14,50.31,1007.02,50.31
"3302",2019-01-15,2019-01-15,1002.99,2019-01-15,51.8,1002.99,51.8
"3303",2019-01-16,2019-01-16,1002.46,2019-01-16,52.08,1002.46,52.08
"3304",2019-01-17,2019-01-17,1004.92,2019-01-17,51.83,1004.92,51.83
"3305",2019-01-18,2019-01-18,993.34,2019-01-18,53.6,993.34,53.6
"3306",2019-01-19,NA,NA,NA,NA,993.92,53.3475
"3307",2019-01-20,NA,NA,NA,NA,994.5,53.095
"3308",2019-01-21,2019-01-21,995.08,2019-01-21,NA,995.08,52.8425
"3309",2019-01-22,2019-01-22,994.14,2019-01-22,52.59,994.14,52.59
"3310",2019-01-23,2019-01-23,990.14,2019-01-23,52.44,990.14,52.44
"3311",2019-01-24,2019-01-24,981.7,2019-01-24,52.94,981.7,52.94
"3312",2019-01-25,2019-01-25,981.33,2019-01-25,53.53,981.33,53.53
"3313",2019-01-26,NA,NA,NA,NA,983.546666666667,52.95
"3314",2019-01-27,NA,NA,NA,NA,985.763333333333,52.37
"3315",2019-01-28,2019-01-28,987.98,2019-01-28,51.79,987.98,51.79
"3316",2019-01-29,2019-01-29,994.48,2019-01-29,53.07,994.48,53.07
"3317",2019-01-30,2019-01-30,1002.04,2019-01-30,54.18,1002.04,54.18
"3318",2019-01-31,2019-01-31,1006.95,2019-01-31,53.84,1006.95,53.84
"3319",2019-02-01,2019-02-01,1010.9,2019-02-01,55.29,1010.9,55.29
"3320",2019-02-02,NA,NA,NA,NA,1008.72,55.05
"3321",2019-02-03,NA,NA,NA,NA,1006.54,54.81
"3322",2019-02-04,2019-02-04,1004.36,2019-02-04,54.57,1004.36,54.57
"3323",2019-02-05,2019-02-05,1009.15,2019-02-05,53.69,1009.15,53.69
"3324",2019-02-06,2019-02-06,1013.51,2019-02-06,53.94,1013.51,53.94
"3325",2019-02-07,2019-02-07,1012.88,2019-02-07,52.68,1012.88,52.68
"3326",2019-02-08,2019-02-08,1012.04,2019-02-08,52.75,1012.04,52.75
"3327",2019-02-09,NA,NA,NA,NA,1012.31333333333,52.6433333333333
"3328",2019-02-10,NA,NA,NA,NA,1012.58666666667,52.5366666666667
"3329",2019-02-11,2019-02-11,1012.86,2019-02-11,52.43,1012.86,52.43
"3330",2019-02-12,2019-02-12,1021.21,2019-02-12,53.14,1021.21,53.14
"3331",2019-02-13,2019-02-13,1017.45,2019-02-13,53.84,1017.45,53.84
"3332",2019-02-14,2019-02-14,1017.49,2019-02-14,54.4,1017.49,54.4
"3333",2019-02-15,2019-02-15,1027.64,2019-02-15,55.58,1027.64,55.58
"3334",2019-02-16,NA,NA,NA,NA,1026.80333333333,55.715
"3335",2019-02-17,NA,NA,NA,NA,1025.96666666667,55.85
"3336",2019-02-18,2019-02-18,1025.13,2019-02-18,NA,1025.13,55.985
"3337",2019-02-19,2019-02-19,1028.81,2019-02-19,56.12,1028.81,56.12
"3338",2019-02-20,2019-02-20,1032.86,2019-02-20,56.9,1032.86,56.9
"3339",2019-02-21,2019-02-21,1021.85,2019-02-21,56.95,1021.85,56.95
"3340",2019-02-22,2019-02-22,1016.15,2019-02-22,57.01,1016.15,57.01
"3341",2019-02-23,NA,NA,NA,NA,1016.36666666667,56.4466666666667
"3342",2019-02-24,NA,NA,NA,NA,1016.58333333333,55.8833333333333
"3343",2019-02-25,2019-02-25,1016.8,2019-02-25,55.32,1016.8,55.32
"3344",2019-02-26,2019-02-26,1005.49,2019-02-26,55.4,1005.49,55.4
"3345",2019-02-27,2019-02-27,998.02,2019-02-27,56.92,998.02,56.92
"3346",2019-02-28,2019-02-28,996.21,2019-02-28,57.21,996.21,57.21
"3347",2019-03-01,2019-03-01,989.27,2019-03-01,55.76,989.27,55.76
"3348",2019-03-02,NA,NA,NA,NA,983.823333333333,56.04
"3349",2019-03-03,NA,NA,NA,NA,978.376666666667,56.32
"3350",2019-03-04,2019-03-04,972.93,2019-03-04,56.6,972.93,56.6
"3351",2019-03-05,2019-03-05,975.19,2019-03-05,56.55,975.19,56.55
"3352",2019-03-06,2019-03-06,978.82,2019-03-06,56.22,978.82,56.22
"3353",2019-03-07,2019-03-07,978.18,2019-03-07,56.6,978.18,56.6
"3354",2019-03-08,2019-03-08,989.34,2019-03-08,55.77,989.34,55.77
"3355",2019-03-09,NA,NA,NA,NA,992.333333333333,56.11
"3356",2019-03-10,NA,NA,NA,NA,995.326666666667,56.45
"3357",2019-03-11,2019-03-11,998.32,2019-03-11,56.79,998.32,56.79
"3358",2019-03-12,2019-03-12,986.85,2019-03-12,56.89,986.85,56.89
"3359",2019-03-13,2019-03-13,994.25,2019-03-13,58.27,994.25,58.27
"3360",2019-03-14,2019-03-14,982.84,2019-03-14,58.59,982.84,58.59
"3361",2019-03-15,2019-03-15,981.55,2019-03-15,58.51,981.55,58.51
"3362",2019-03-16,NA,NA,NA,NA,983.096666666667,58.7033333333333
"3363",2019-03-17,NA,NA,NA,NA,984.643333333333,58.8966666666667
"3364",2019-03-18,2019-03-18,986.19,2019-03-18,59.09,986.19,59.09
"3365",2019-03-19,2019-03-19,985.06,2019-03-19,59.12,985.06,59.12
"3366",2019-03-20,2019-03-20,985.07,2019-03-20,60.12,985.07,60.12
"3367",2019-03-21,2019-03-21,1002.99,2019-03-21,59.98,1002.99,59.98
"3368",2019-03-22,2019-03-22,998.8,2019-03-22,58.87,998.8,58.87
"3369",2019-03-23,NA,NA,NA,NA,999.663333333333,58.8166666666667
"3370",2019-03-24,NA,NA,NA,NA,1000.52666666667,58.7633333333333
"3371",2019-03-25,2019-03-25,1001.39,2019-03-25,58.71,1001.39,58.71
"3372",2019-03-26,2019-03-26,993.15,2019-03-26,59.87,993.15,59.87
"3373",2019-03-27,2019-03-27,997.78,2019-03-27,59.39,997.78,59.39
"3374",2019-03-28,2019-03-28,995.2,2019-03-28,59.29,995.2,59.29
"3375",2019-03-29,2019-03-29,991.09,2019-03-29,60.19,991.09,60.19
"3376",2019-03-30,NA,NA,NA,NA,989.816666666667,60.6566666666667
"3377",2019-03-31,NA,NA,NA,NA,988.543333333333,61.1233333333333
"3378",2019-04-01,2019-04-01,987.27,2019-04-01,61.59,987.27,61.59
"3379",2019-04-02,2019-04-02,984.97,2019-04-02,62.53,984.97,62.53
"3380",2019-04-03,2019-04-03,980.38,2019-04-03,62.46,980.38,62.46
"3381",2019-04-04,2019-04-04,981.87,2019-04-04,62.12,981.87,62.12
"3382",2019-04-05,2019-04-05,985.11,2019-04-05,63.1,985.11,63.1
"3383",2019-04-06,NA,NA,NA,NA,987.933333333333,63.5233333333333
"3384",2019-04-07,NA,NA,NA,NA,990.756666666667,63.9466666666667
"3385",2019-04-08,2019-04-08,993.58,2019-04-08,64.37,993.58,64.37
"3386",2019-04-09,2019-04-09,995.13,2019-04-09,64.05,995.13,64.05
"3387",2019-04-10,2019-04-10,998.04,2019-04-10,64.62,998.04,64.62
"3388",2019-04-11,2019-04-11,997.01,2019-04-11,63.61,997.01,63.61
"3389",2019-04-12,2019-04-12,991.68,2019-04-12,63.86,991.68,63.86
"3390",2019-04-13,NA,NA,NA,NA,988.596666666667,63.7166666666667
"3391",2019-04-14,NA,NA,NA,NA,985.513333333333,63.5733333333333
"3392",2019-04-15,2019-04-15,982.43,2019-04-15,63.43,982.43,63.43
"3393",2019-04-16,2019-04-16,981.3,2019-04-16,64.01,981.3,64.01
"3394",2019-04-17,2019-04-17,978.77,2019-04-17,63.74,978.77,63.74
"3395",2019-04-18,2019-04-18,981.12,2019-04-18,64.02,981.12,64.02
"3396",2019-04-19,NA,NA,2019-04-19,NA,980.83,64.43
"3397",2019-04-20,NA,NA,NA,NA,980.54,64.84
"3398",2019-04-21,NA,NA,NA,NA,980.25,65.25
"3399",2019-04-22,NA,NA,2019-04-22,65.66,979.96,65.66
"3400",2019-04-23,2019-04-23,979.67,2019-04-23,66.24,979.67,66.24
"3401",2019-04-24,2019-04-24,984.9,2019-04-24,65.96,984.9,65.96
"3402",2019-04-25,2019-04-25,991.87,2019-04-25,65.23,991.87,65.23
"3403",2019-04-26,2019-04-26,992.78,2019-04-26,63.29,992.78,63.29
"3404",2019-04-27,NA,NA,NA,NA,992.22,63.3233333333333
"3405",2019-04-28,NA,NA,NA,NA,991.66,63.3566666666667
"3406",2019-04-29,2019-04-29,991.1,2019-04-29,63.39,991.1,63.39
"3407",2019-04-30,2019-04-30,989.44,2019-04-30,63.83,989.44,63.83
"3408",2019-05-01,2019-05-01,980.45,2019-05-01,63.55,980.45,63.55
"3409",2019-05-02,2019-05-02,973.55,2019-05-02,61.75,973.55,61.75
"3410",2019-05-03,2019-05-03,976.8,2019-05-03,61.98,976.8,61.98
"3411",2019-05-04,NA,NA,NA,NA,977.2975,62.0866666666667
"3412",2019-05-05,NA,NA,NA,NA,977.795,62.1933333333333
"3413",2019-05-06,NA,NA,2019-05-06,62.3,978.2925,62.3
"3414",2019-05-07,2019-05-07,978.79,2019-05-07,61.41,978.79,61.41
"3415",2019-05-08,2019-05-08,987.83,2019-05-08,62.13,987.83,62.13
"3416",2019-05-09,2019-05-09,987.47,2019-05-09,61.58,987.47,61.58
"3417",2019-05-10,2019-05-10,987.83,2019-05-10,61.65,987.83,61.65
"3418",2019-05-11,NA,NA,NA,NA,987.203333333333,61.4233333333333
