period,LBMA Gold Prices - daily - euro - AM (LBMA/gold_D/gold_D_EUR_AM)
1994-09-09,252.43
1994-09-12,250.8
1994-09-13,249.04
1994-09-14,249.46
1994-09-15,247.92
1994-09-16,248.19
1994-09-19,247.75
1994-09-20,249.51
1994-09-21,250.38
1994-09-22,249.65
1994-09-23,251.35
1994-09-26,250.75
1994-09-27,250.35
1994-09-28,251.69
1994-09-29,250.29
1994-09-30,250.16
1994-10-03,249.64
1994-10-04,249.12
1994-10-05,247.26
1994-10-06,247.05
1994-10-07,247.06
1994-10-10,247.41
1994-10-11,245.71
1994-10-12,245.53
1994-10-13,245.6
1994-10-14,243.15
1994-10-17,242.37
1994-10-18,242.07
1994-10-19,240.36
1994-10-20,240.83
1994-10-21,240.03
1994-10-24,239.21
1994-10-25,238.14
1994-10-26,238.1
1994-10-27,238.21
1994-10-28,237.42
1994-10-31,238.66
1994-11-01,233.95
1994-11-02,234.3
1994-11-03,236.49
1994-11-04,238.14
1994-11-07,237.1
1994-11-08,237.24
1994-11-09,238.82
1994-11-10,239.14
1994-11-11,240.36
1994-11-14,242.12
1994-11-15,243.17
1994-11-16,244.93
1994-11-17,245.76
1994-11-18,245.68
1994-11-21,244.6
1994-11-22,244.5
1994-11-23,244.11
1994-11-24,246.05
1994-11-25,245.88
1994-11-28,246.29
1994-11-29,245.21
1994-11-30,245.12
1994-12-01,243.14
1994-12-02,241.96
1994-12-05,241.86
1994-12-06,241.56
1994-12-07,240.43
1994-12-08,240.13
1994-12-09,241.28
1994-12-12,241.56
1994-12-13,242.09
1994-12-14,242.14
1994-12-15,243.51
1994-12-16,242.9
1994-12-19,243.03
1994-12-20,243.87
1994-12-21,245.29
1994-12-22,246.19
1994-12-23,246.48
1994-12-28,246.8
1994-12-29,246.38
1994-12-30,244.57
1995-01-03,244.32
1995-01-04,242.42
1995-01-05,239.95
1995-01-06,240.36
1995-01-09,239.66
1995-01-10,239.69
1995-01-11,239.94
1995-01-12,242.13
1995-01-13,241.39
1995-01-16,240.49
1995-01-17,241.33
1995-01-18,242.59
1995-01-19,244.06
1995-01-20,241.7
1995-01-23,242.63
1995-01-24,238.56
1995-01-25,238.7
1995-01-26,238.99
1995-01-27,238.69
1995-01-30,236.52
1995-01-31,235.88
1995-02-01,237.91
1995-02-02,237.11
1995-02-03,239.14
1995-02-06,240.41
1995-02-07,240.67
1995-02-08,241.37
1995-02-09,241.39
1995-02-10,241.79
1995-02-13,240.03
1995-02-14,241.91
1995-02-15,241.68
1995-02-16,239.83
1995-02-17,237.78
1995-02-20,239.58
1995-02-21,239.92
1995-02-22,239.49
1995-02-23,238.22
1995-02-24,238.86
1995-02-27,238.33
1995-02-28,237.53
1995-03-01,237.83
1995-03-02,235.83
1995-03-03,234.18
1995-03-06,227.69
1995-03-07,233.35
1995-03-08,233.74
1995-03-09,236.18
1995-03-10,239.45
1995-03-13,241.94
1995-03-14,242.42
1995-03-15,243.99
1995-03-16,241.2
1995-03-17,240.04
1995-03-20,242.12
1995-03-21,241.51
1995-03-22,240.86
1995-03-23,240.91
1995-03-24,239.58
1995-03-27,239.91
1995-03-28,238.66
1995-03-29,237.18
1995-03-30,237.17
1995-03-31,239.2
1995-04-03,242.46
1995-04-04,242.99
1995-04-05,243.11
1995-04-06,244.87
1995-04-07,243.78
1995-04-10,244.05
1995-04-11,244.26
1995-04-12,245.03
1995-04-13,244.12
1995-04-18,243.6
1995-04-19,245.38
1995-04-20,244.44
1995-04-21,243.47
1995-04-24,241.34
1995-04-25,242.57
1995-04-26,242.17
1995-04-27,238.91
1995-04-28,240.69
1995-05-01,239.63
1995-05-02,240.09
1995-05-03,240.82
1995-05-04,241.22
1995-05-05,242.47
1995-05-09,244.04
1995-05-10,241.56
1995-05-11,242.75
1995-05-12,244.77
1995-05-15,244.4
1995-05-16,245.71
1995-05-17,243.89
1995-05-18,243.67
1995-05-19,243.38
1995-05-22,243.74
1995-05-23,242.52
1995-05-24,243.81
1995-05-25,242.79
1995-05-26,239.96
1995-05-30,241.43
1995-05-31,239.27
1995-06-01,241.8
1995-06-02,240.83
1995-06-05,241.07
1995-06-06,241.51
1995-06-07,241.81
1995-06-08,243.1
1995-06-09,241.79
1995-06-12,242.71
1995-06-13,242.57
1995-06-14,242.27
1995-06-15,242.14
1995-06-16,244.26
1995-06-19,244.14
1995-06-20,243.85
1995-06-21,243.53
1995-06-22,242.26
1995-06-23,243.25
1995-06-26,243.74
1995-06-27,245.91
1995-06-28,246.52
1995-06-29,244.94
1995-06-30,243.32
1995-07-03,241.05
1995-07-04,241.27
1995-07-05,241.43
1995-07-06,241.03
1995-07-07,240.82
1995-07-10,241.93
1995-07-11,242.21
1995-07-12,242.29
1995-07-13,244.61
1995-07-14,243.16
1995-07-17,243.39
1995-07-18,244.0
1995-07-19,244.11
1995-07-20,242.71
1995-07-21,242.17
1995-07-24,241.99
1995-07-25,242.0
1995-07-26,242.19
1995-07-27,242.07
1995-07-28,239.91
1995-07-31,239.3
1995-08-01,239.09
1995-08-02,238.04
1995-08-03,238.67
1995-08-04,239.74
1995-08-07,238.95
1995-08-08,240.14
1995-08-09,240.13
1995-08-10,240.21
1995-08-11,241.98
1995-08-14,243.34
1995-08-15,244.62
1995-08-16,247.04
1995-08-17,248.3
1995-08-18,248.93
1995-08-21,249.73
1995-08-22,250.08
1995-08-23,249.66
1995-08-24,248.04
1995-08-25,248.12
1995-08-29,247.43
1995-08-30,247.18
1995-08-31,246.12
1995-09-01,245.93
1995-09-04,243.68
1995-09-05,244.18
1995-09-06,244.04
1995-09-07,245.34
1995-09-08,247.8
1995-09-11,246.04
1995-09-12,246.51
1995-09-13,248.5
1995-09-14,248.55
1995-09-15,248.71
1995-09-18,249.08
1995-09-19,249.53
1995-09-20,248.82
1995-09-21,245.17
1995-09-22,242.49
1995-09-25,243.04
1995-09-26,244.61
1995-09-27,244.37
1995-09-28,242.69
1995-09-29,242.39
1995-10-02,242.39
1995-10-03,240.26
1995-10-04,242.08
1995-10-05,241.83
1995-10-06,241.45
1995-10-09,242.79
1995-10-10,243.82
1995-10-11,243.79
1995-10-12,244.78
1995-10-13,243.87
1995-10-16,243.62
1995-10-17,243.96
1995-10-18,243.57
1995-10-19,243.92
1995-10-20,242.88
1995-10-23,242.35
1995-10-24,242.12
1995-10-25,241.83
1995-10-26,242.51
1995-10-27,241.85
1995-10-30,242.7
1995-10-31,242.49
1995-11-01,242.26
1995-11-02,241.75
1995-11-03,242.66
1995-11-06,241.74
1995-11-07,242.04
1995-11-08,243.34
1995-11-09,243.43
1995-11-10,245.38
1995-11-13,248.83
1995-11-14,247.58
1995-11-15,246.67
1995-11-16,246.73
1995-11-17,248.04
1995-11-20,250.13
1995-11-21,248.83
1995-11-22,247.34
1995-11-23,244.68
1995-11-24,245.1
1995-11-27,247.3
1995-11-28,249.45
1995-11-29,253.6
1995-11-30,252.51
1995-12-01,253.5
1995-12-04,251.55
1995-12-05,251.53
1995-12-06,251.44
1995-12-07,252.54
1995-12-08,254.21
1995-12-11,254.13
1995-12-12,253.23
1995-12-13,253.38
1995-12-14,251.06
1995-12-15,250.47
1995-12-18,251.54
1995-12-19,251.95
1995-12-20,251.2
1995-12-21,252.45
1995-12-22,251.28
1995-12-27,249.0
1995-12-28,248.62
1995-12-29,250.13
1996-01-02,250.15
1996-01-03,251.68
1996-01-04,253.94
1996-01-05,255.84
1996-01-08,255.09
1996-01-09,255.19
1996-01-10,256.55
1996-01-11,258.68
1996-01-12,256.94
1996-01-15,255.37
1996-01-16,257.98
1996-01-17,260.02
1996-01-18,260.78
1996-01-19,261.97
1996-01-22,265.99
1996-01-23,266.0
1996-01-24,266.87
1996-01-25,266.03
1996-01-26,270.02
1996-01-29,269.62
1996-01-30,269.91
1996-01-31,267.61
1996-02-01,268.53
1996-02-02,273.99
1996-02-05,271.46
1996-02-06,267.82
1996-02-07,269.67
1996-02-08,265.32
1996-02-09,266.25
1996-02-12,264.39
1996-02-13,263.35
1996-02-14,262.27
1996-02-15,262.71
1996-02-16,261.6
1996-02-19,262.18
1996-02-20,262.8
1996-02-21,258.3
1996-02-22,258.92
1996-02-23,258.53
1996-02-26,259.08
1996-02-27,258.76
1996-02-28,258.31
1996-02-29,261.21
1996-03-01,262.3
1996-03-04,260.66
1996-03-05,257.22
1996-03-06,257.29
1996-03-07,258.36
1996-03-08,258.48
1996-03-11,260.41
1996-03-12,260.27
1996-03-13,261.05
1996-03-14,259.87
1996-03-15,259.12
1996-03-18,258.58
1996-03-19,258.27
1996-03-20,256.73
1996-03-21,256.86
1996-03-22,258.88
1996-03-25,261.24
1996-03-26,261.83
1996-03-27,262.86
1996-03-28,262.39
1996-03-29,260.06
1996-04-01,259.02
1996-04-02,258.42
1996-04-03,258.06
1996-04-04,258.35
1996-04-09,260.26
1996-04-10,259.49
1996-04-11,261.62
1996-04-12,261.08
1996-04-15,261.07
1996-04-16,260.53
1996-04-17,259.67
1996-04-18,259.0
1996-04-19,256.63
1996-04-22,258.55
1996-04-23,259.07
1996-04-24,258.07
1996-04-25,258.2
1996-04-26,260.66
1996-04-29,258.55
1996-04-30,258.72
1996-05-01,261.14
1996-05-02,262.37
1996-05-03,262.14
1996-05-07,260.61
1996-05-08,260.42
1996-05-09,258.36
1996-05-10,257.24
1996-05-13,257.83
1996-05-14,257.72
1996-05-15,258.34
1996-05-16,259.14
1996-05-17,259.28
1996-05-20,259.03
1996-05-21,258.15
1996-05-22,259.03
1996-05-23,259.24
1996-05-24,257.89
1996-05-28,259.44
1996-05-29,258.29
1996-05-30,254.87
1996-05-31,254.02
1996-06-03,252.05
1996-06-04,251.35
1996-06-05,250.78
1996-06-06,249.97
1996-06-07,249.35
1996-06-10,251.37
1996-06-11,250.83
1996-06-12,250.11
1996-06-13,250.88
1996-06-14,249.14
1996-06-17,249.11
1996-06-18,248.76
1996-06-19,249.79
1996-06-20,249.19
1996-06-21,249.53
1996-06-24,249.5
1996-06-25,249.74
1996-06-26,249.03
1996-06-27,248.38
1996-06-28,246.29
1996-07-01,245.03
1996-07-02,245.31
1996-07-03,245.62
1996-07-04,243.7
1996-07-05,244.89
1996-07-08,246.25
1996-07-09,245.3
1996-07-10,247.23
1996-07-11,246.22
1996-07-12,247.06
1996-07-15,247.52
1996-07-16,247.68
1996-07-17,246.9
1996-07-18,248.62
1996-07-19,248.92
1996-07-22,248.43
1996-07-23,248.36
1996-07-24,247.23
1996-07-25,247.73
1996-07-26,247.14
1996-07-29,247.27
1996-07-30,247.05
1996-07-31,247.29
1996-08-01,248.23
1996-08-02,250.84
1996-08-05,250.82
1996-08-06,252.81
1996-08-07,251.91
1996-08-08,251.35
1996-08-09,250.11
1996-08-12,249.6
1996-08-13,249.97
1996-08-14,249.94
1996-08-15,249.15
1996-08-16,249.18
1996-08-19,249.76
1996-08-20,250.37
1996-08-21,250.4
1996-08-22,249.58
1996-08-23,249.32
1996-08-27,249.44
1996-08-28,249.65
1996-08-29,248.8
1996-08-30,248.62
1996-09-02,247.51
1996-09-03,248.05
1996-09-04,246.24
1996-09-05,246.06
1996-09-06,246.04
1996-09-09,246.76
1996-09-10,246.06
1996-09-11,246.56
1996-09-12,245.63
1996-09-13,246.35
1996-09-16,246.27
1996-09-17,246.37
1996-09-18,245.5
1996-09-19,245.66
1996-09-20,246.38
1996-09-23,245.22
1996-09-24,244.85
1996-09-25,245.03
1996-09-26,245.01
1996-09-27,243.61
1996-09-30,242.57
1996-10-01,240.8
1996-10-02,242.07
1996-10-03,242.43
1996-10-04,242.86
1996-10-07,242.74
1996-10-08,243.73
1996-10-09,243.25
1996-10-10,243.97
1996-10-11,242.52
1996-10-14,241.1
1996-10-15,240.91
1996-10-16,240.1
1996-10-17,239.64
1996-10-18,239.34
1996-10-21,238.89
1996-10-22,239.98
1996-10-23,240.19
1996-10-24,240.46
1996-10-25,239.46
1996-10-28,237.32
1996-10-29,237.93
1996-10-30,234.46
1996-10-31,233.13
1996-11-01,229.96
1996-11-04,231.24
1996-11-05,229.32
1996-11-06,229.63
1996-11-07,230.02
1996-11-08,229.55
1996-11-11,230.36
1996-11-12,230.78
1996-11-13,231.61
1996-11-14,229.77
1996-11-15,228.18
1996-11-18,227.71
1996-11-19,225.68
1996-11-20,225.34
1996-11-21,224.76
1996-11-22,223.69
1996-11-25,222.93
1996-11-26,223.54
1996-11-27,222.78
1996-11-28,221.8
1996-11-29,220.91
1996-12-02,219.79
1996-12-03,221.04
1996-12-04,224.46
1996-12-05,224.92
1996-12-06,227.02
1996-12-09,223.94
1996-12-10,223.0
1996-12-11,223.38
1996-12-12,223.12
1996-12-13,222.72
1996-12-16,222.02
1996-12-17,220.9
1996-12-18,220.54
1996-12-19,221.3
1996-12-20,221.58
1996-12-23,220.41
1996-12-24,220.44
1996-12-27,219.74
1996-12-30,218.76
1996-12-31,217.38
1997-01-02,215.71
1997-01-03,214.23
1997-01-06,212.75
1997-01-07,211.24
1997-01-08,210.35
1997-01-09,209.39
1997-01-10,212.52
1997-01-13,214.69
1997-01-14,213.85
1997-01-15,210.44
1997-01-16,211.28
1997-01-17,211.71
1997-01-20,213.28
1997-01-21,212.41
1997-01-22,211.64
1997-01-23,214.12
1997-01-24,216.22
1997-01-27,217.2
1997-01-28,221.45
1997-01-29,216.91
1997-01-30,215.66
1997-01-31,215.49
1997-02-03,214.74
1997-02-04,213.57
1997-02-05,211.26
1997-02-06,209.58
1997-02-07,208.73
1997-02-10,208.44
1997-02-11,206.98
1997-02-12,205.21
1997-02-13,209.85
1997-02-14,211.52
1997-02-17,211.84
1997-02-18,215.36
1997-02-19,214.22
1997-02-20,213.79
1997-02-21,216.97
1997-02-24,216.41
1997-02-25,216.06
1997-02-26,215.76
1997-02-27,219.04
1997-02-28,221.3
1997-03-03,222.92
1997-03-04,223.65
1997-03-05,220.55
1997-03-06,218.28
1997-03-07,218.92
1997-03-10,219.0
1997-03-11,219.61
1997-03-12,221.9
1997-03-13,219.15
1997-03-14,221.36
1997-03-17,221.0
1997-03-18,218.42
1997-03-19,218.67
1997-03-20,221.28
1997-03-21,220.72
1997-03-24,217.47
1997-03-25,217.01
1997-03-26,214.27
1997-03-27,214.38
1997-04-01,212.84
1997-04-02,213.02
1997-04-03,212.59
1997-04-04,212.12
1997-04-07,213.31
1997-04-08,215.29
1997-04-09,214.21
1997-04-10,214.32
1997-04-11,214.42
1997-04-14,213.52
1997-04-15,212.47
1997-04-16,210.29
1997-04-17,209.45
1997-04-18,209.56
1997-04-21,209.41
1997-04-22,209.01
1997-04-23,208.38
1997-04-24,210.76
1997-04-25,210.1
1997-04-28,210.23
1997-04-29,208.56
1997-04-30,208.8
1997-05-01,208.8
1997-05-02,211.25
1997-05-06,211.5
1997-05-07,208.59
1997-05-08,210.73
1997-05-09,212.12
1997-05-12,214.67
1997-05-13,214.05
1997-05-14,213.16
1997-05-15,211.35
1997-05-16,211.52
1997-05-19,209.04
1997-05-20,207.87
1997-05-21,206.49
1997-05-22,209.17
1997-05-23,209.6
1997-05-27,210.06
1997-05-28,210.89
1997-05-29,211.44
1997-05-30,210.81
1997-06-02,210.39
1997-06-03,210.34
1997-06-04,209.46
1997-06-05,208.74
1997-06-06,211.44
1997-06-09,210.44
1997-06-10,210.04
1997-06-11,209.89
1997-06-12,209.27
1997-06-13,209.07
1997-06-16,208.3
1997-06-17,208.62
1997-06-18,208.95
1997-06-19,207.13
1997-06-20,206.06
1997-06-23,203.37
1997-06-24,202.66
1997-06-25,203.46
1997-06-26,202.7
1997-06-27,201.86
1997-06-30,200.93
1997-07-01,200.54
1997-07-02,199.72
1997-07-03,198.41
1997-07-04,192.94
1997-07-07,189.28
1997-07-08,187.82
1997-07-09,187.1
1997-07-10,189.62
1997-07-11,189.02
1997-07-14,190.52
1997-07-15,189.21
1997-07-16,190.32
1997-07-17,190.73
1997-07-18,193.31
1997-07-21,195.66
1997-07-22,194.79
1997-07-23,192.87
1997-07-24,192.27
1997-07-25,194.72
1997-07-28,196.38
1997-07-29,200.82
1997-07-30,200.49
1997-07-31,198.83
1997-08-01,198.23
1997-08-04,199.22
1997-08-05,198.34
1997-08-06,199.28
1997-08-07,199.12
1997-08-08,203.93
1997-08-11,205.12
1997-08-12,207.16
1997-08-13,207.61
1997-08-14,207.01
1997-08-15,202.02
1997-08-18,202.3
1997-08-19,199.98
1997-08-20,201.73
1997-08-21,201.65
1997-08-22,202.26
1997-08-26,201.3
1997-08-27,202.24
1997-08-28,201.55
1997-08-29,200.86
1997-09-01,201.96
1997-09-02,203.13
1997-09-03,201.65
1997-09-04,203.45
1997-09-05,202.56
1997-09-08,203.44
1997-09-09,201.99
1997-09-10,202.37
1997-09-11,202.13
1997-09-12,201.49
1997-09-15,201.65
1997-09-16,202.2
1997-09-17,200.26
1997-09-18,199.75
1997-09-19,199.6
1997-09-22,200.06
1997-09-23,199.5
1997-09-24,199.26
1997-09-25,200.13
1997-09-26,201.83
1997-09-29,203.07
1997-09-30,203.56
1997-10-01,208.51
1997-10-02,205.44
1997-10-03,206.06
1997-10-06,206.48
1997-10-07,204.69
1997-10-08,204.52
1997-10-09,205.73
1997-10-10,201.64
1997-10-13,202.58
1997-10-14,202.37
1997-10-15,201.39
1997-10-16,201.91
1997-10-17,200.69
1997-10-20,198.78
1997-10-21,197.28
1997-10-22,198.1
1997-10-23,198.42
1997-10-24,196.8
1997-10-27,189.14
1997-10-28,187.17
1997-10-29,188.07
1997-10-30,188.14
1997-10-31,185.64
1997-11-03,187.39
1997-11-04,186.27
1997-11-05,187.18
1997-11-06,186.31
1997-11-07,185.16
1997-11-10,184.02
1997-11-11,182.01
1997-11-12,181.39
1997-11-13,181.1
1997-11-14,180.04
1997-11-17,179.4
1997-11-18,179.41
1997-11-19,181.52
1997-11-20,178.79
1997-11-21,179.6
1997-11-24,180.48
1997-11-25,178.92
1997-11-26,177.66
1997-11-27,177.09
1997-11-28,176.99
1997-12-01,174.64
1997-12-02,174.3
1997-12-03,173.19
1997-12-04,172.52
1997-12-05,172.53
1997-12-08,174.11
1997-12-09,173.32
1997-12-10,173.22
1997-12-11,172.74
1997-12-12,170.24
1997-12-15,172.82
1997-12-16,173.45
1997-12-17,173.15
1997-12-18,173.13
1997-12-19,173.55
1997-12-22,174.18
1997-12-23,176.05
1997-12-24,177.25
1997-12-29,175.24
1997-12-30,174.85
1997-12-31,174.72
1998-01-02,175.47
1998-01-05,175.37
1998-01-06,173.19
1998-01-07,173.78
1998-01-08,174.31
1998-01-09,173.74
1998-01-12,172.57
1998-01-13,170.62
1998-01-14,175.32
1998-01-15,172.06
1998-01-16,176.23
1998-01-19,174.72
1998-01-20,175.41
1998-01-21,179.85
1998-01-22,178.95
1998-01-23,176.24
1998-01-26,182.13
1998-01-27,181.87
1998-01-28,182.39
1998-01-29,185.12
1998-01-30,184.64
1998-02-02,185.33
1998-02-03,182.63
1998-02-04,179.32
1998-02-05,180.2
1998-02-06,183.15
1998-02-09,183.32
1998-02-10,185.23
1998-02-11,183.6
1998-02-12,182.8
1998-02-13,181.99
1998-02-16,181.58
1998-02-17,182.42
1998-02-18,181.71
1998-02-19,181.95
1998-02-20,182.11
1998-02-23,180.42
1998-02-24,177.63
1998-02-25,177.39
1998-02-26,178.86
1998-02-27,179.98
1998-03-02,181.23
1998-03-03,180.83
1998-03-04,179.5
1998-03-05,178.53
1998-03-06,180.04
1998-03-09,180.13
1998-03-10,179.82
1998-03-11,179.89
1998-03-12,178.23
1998-03-13,177.41
1998-03-16,176.09
1998-03-17,175.76
1998-03-18,172.68
1998-03-19,174.64
1998-03-20,174.97
1998-03-23,175.22
1998-03-24,178.33
1998-03-25,178.21
1998-03-26,178.53
1998-03-27,179.35
1998-03-30,179.88
1998-03-31,178.8
1998-04-01,180.28
1998-04-02,178.92
1998-04-03,183.85
1998-04-06,189.12
1998-04-07,185.56
1998-04-08,185.5
1998-04-09,184.66
1998-04-14,184.72
1998-04-15,183.21
1998-04-16,181.55
1998-04-17,182.1
1998-04-20,183.39
1998-04-21,183.33
1998-04-22,186.29
1998-04-23,188.68
1998-04-24,187.61
1998-04-27,186.68
1998-04-28,184.79
1998-04-29,184.33
1998-04-30,186.1
1998-05-01,183.12
1998-05-05,182.74
1998-05-06,182.57
1998-05-07,180.1
1998-05-08,182.54
1998-05-11,182.46
1998-05-12,183.59
1998-05-13,180.76
1998-05-14,182.8
1998-05-15,185.57
1998-05-18,184.51
1998-05-19,183.83
1998-05-20,183.19
1998-05-21,184.05
1998-05-22,184.42
1998-05-26,183.12
1998-05-27,178.36
1998-05-28,179.68
1998-05-29,179.59
1998-06-01,179.03
1998-06-02,176.6
1998-06-03,179.58
1998-06-04,178.3
1998-06-05,178.33
1998-06-08,177.77
1998-06-09,181.24
1998-06-10,179.74
1998-06-11,179.66
1998-06-12,176.64
1998-06-15,174.94
1998-06-16,174.19
1998-06-17,174.18
1998-06-18,175.19
1998-06-19,175.35
1998-06-22,177.06
1998-06-23,176.85
1998-06-24,176.33
1998-06-25,175.72
1998-06-26,176.35
1998-06-29,175.92
1998-06-30,177.63
1998-07-01,178.65
1998-07-02,178.11
1998-07-03,177.64
1998-07-06,178.53
1998-07-07,178.74
1998-07-08,179.62
1998-07-09,179.26
1998-07-10,178.45
1998-07-13,177.64
1998-07-14,178.55
1998-07-15,178.76
1998-07-16,180.03
1998-07-17,178.54
1998-07-20,179.06
1998-07-21,179.18
1998-07-22,179.22
1998-07-23,178.33
1998-07-24,177.68
1998-07-27,175.52
1998-07-28,175.28
1998-07-29,176.79
1998-07-30,176.2
1998-07-31,176.87
1998-08-03,176.4
1998-08-04,175.22
1998-08-05,176.29
1998-08-06,175.23
1998-08-07,175.15
1998-08-10,175.42
1998-08-11,174.41
1998-08-12,175.01
1998-08-13,173.81
1998-08-14,175.21
1998-08-17,175.74
1998-08-18,176.07
1998-08-19,176.63
1998-08-20,174.34
1998-08-21,173.92
1998-08-24,173.63
1998-08-25,173.22
1998-08-26,172.44
1998-08-27,170.69
1998-08-28,165.02
1998-09-01,165.2
1998-09-02,167.9
1998-09-03,166.41
1998-09-04,171.05
1998-09-07,173.03
1998-09-08,172.99
1998-09-09,171.38
1998-09-10,170.74
1998-09-11,174.41
1998-09-14,173.21
1998-09-15,172.91
1998-09-16,172.6
1998-09-17,170.58
1998-09-18,172.97
1998-09-21,173.69
1998-09-22,172.33
1998-09-23,171.43
1998-09-24,172.54
1998-09-25,174.32
1998-09-28,173.25
1998-09-29,173.86
1998-09-30,173.2
1998-10-01,175.53
1998-10-02,176.28
1998-10-05,176.88
1998-10-06,176.03
1998-10-07,177.46
1998-10-08,175.23
1998-10-09,175.85
1998-10-12,175.19
1998-10-13,174.18
1998-10-14,174.4
1998-10-15,173.68
1998-10-16,176.6
1998-10-19,174.97
1998-10-20,174.34
1998-10-21,174.44
1998-10-22,173.15
1998-10-23,172.9
1998-10-26,173.41
1998-10-27,175.68
1998-10-28,175.37
1998-10-29,174.91
1998-10-30,174.57
1998-11-02,175.09
1998-11-03,175.26
1998-11-04,175.58
1998-11-05,175.54
1998-11-06,176.66
1998-11-09,175.77
1998-11-10,175.7
1998-11-11,177.11
1998-11-12,176.55
1998-11-13,178.05
1998-11-16,176.65
1998-11-17,175.46
1998-11-18,175.96
1998-11-19,178.49
1998-11-20,178.27
1998-11-23,179.63
1998-11-24,178.75
1998-11-25,178.38
1998-11-26,178.98
1998-11-27,178.52
1998-11-30,179.17
1998-12-01,177.92
1998-12-02,177.83
1998-12-03,175.65
1998-12-04,175.41
1998-12-07,176.34
1998-12-08,178.59
1998-12-09,176.95
1998-12-10,177.42
1998-12-11,176.42
1998-12-14,172.88
1998-12-15,173.56
1998-12-16,174.2
1998-12-17,174.98
1998-12-18,174.0
1998-12-21,172.36
1998-12-22,171.74
1998-12-23,171.3
1998-12-24,171.19
1998-12-29,171.11
1998-12-30,171.26
1998-12-31,173.42
1999-01-04,173.85
1999-01-05,173.36
1999-01-06,173.19
1999-01-07,174.49
1999-01-08,177.0
1999-01-11,177.33
1999-01-12,179.38
1999-01-13,175.03
1999-01-14,173.41
1999-01-15,172.51
1999-01-18,173.51
1999-01-19,173.44
1999-01-20,173.17
1999-01-21,174.74
1999-01-22,173.53
1999-01-25,172.65
1999-01-26,173.28
1999-01-27,173.04
1999-01-28,171.2
1999-01-29,173.53
1999-02-01,174.85
1999-02-02,176.14
1999-02-03,175.6
1999-02-04,175.58
1999-02-05,176.41
1999-02-08,176.99
1999-02-09,173.4
1999-02-10,175.84
1999-02-11,177.09
1999-02-12,176.93
1999-02-15,177.67
1999-02-16,176.69
1999-02-17,174.55
1999-02-18,174.71
1999-02-19,175.67
1999-02-22,177.3
1999-02-23,176.89
1999-02-24,178.16
1999-02-25,179.21
1999-02-26,179.08
1999-03-01,179.04
1999-03-02,178.17
1999-03-03,177.34
1999-03-04,177.96
1999-03-05,178.82
1999-03-08,179.59
1999-03-09,181.61
1999-03-10,179.53
1999-03-11,180.86
1999-03-12,179.59
1999-03-15,179.45
1999-03-16,177.03
1999-03-17,174.62
1999-03-18,174.66
1999-03-19,174.22
1999-03-22,174.86
1999-03-23,175.66
1999-03-24,173.75
1999-03-25,173.23
1999-03-26,173.9
1999-03-29,173.14
1999-03-30,173.19
1999-03-31,173.52
1999-04-01,174.22
1999-04-06,174.49
1999-04-07,175.87
1999-04-08,175.02
1999-04-09,175.62
1999-04-12,174.99
1999-04-13,174.87
1999-04-14,175.32
1999-04-15,174.2
1999-04-16,176.47
1999-04-19,175.55
1999-04-20,176.13
1999-04-21,176.75
1999-04-22,176.45
1999-04-23,175.72
1999-04-26,175.4
1999-04-27,174.55
1999-04-28,174.73
1999-04-29,175.72
1999-04-30,177.27
1999-05-04,177.34
1999-05-05,175.37
1999-05-06,175.97
1999-05-07,173.48
1999-05-10,172.53
1999-05-11,171.53
1999-05-12,172.01
1999-05-13,171.91
1999-05-14,171.59
1999-05-17,170.7
1999-05-18,169.57
1999-05-19,168.58
1999-05-20,170.22
1999-05-21,170.98
1999-05-24,170.07
1999-05-25,170.39
1999-05-26,168.05
1999-05-27,168.8
1999-05-28,169.67
1999-06-01,165.63
1999-06-02,166.0
1999-06-03,164.29
1999-06-04,165.58
1999-06-07,165.74
1999-06-08,164.48
1999-06-09,163.5
1999-06-10,161.27
1999-06-11,160.99
1999-06-14,160.74
1999-06-15,162.01
1999-06-16,163.04
1999-06-17,162.69
1999-06-18,163.48
1999-06-21,162.53
1999-06-22,163.09
1999-06-23,163.63
1999-06-24,165.02
1999-06-25,164.14
1999-06-28,163.97
1999-06-29,164.91
1999-06-30,165.95
1999-07-01,166.28
1999-07-02,166.97
1999-07-05,166.73
1999-07-06,166.38
1999-07-07,163.97
1999-07-08,164.51
1999-07-09,165.49
1999-07-12,164.96
1999-07-13,163.52
1999-07-14,164.3
1999-07-15,162.0
1999-07-16,162.5
1999-07-19,162.54
1999-07-20,160.41
1999-07-21,160.76
1999-07-22,161.97
1999-07-23,160.77
1999-07-26,159.53
1999-07-27,159.82
1999-07-28,159.9
1999-07-29,159.01
1999-07-30,158.24
1999-08-02,157.97
1999-08-03,158.21
1999-08-04,158.46
1999-08-05,158.45
1999-08-06,157.91
1999-08-09,159.73
1999-08-10,159.18
1999-08-11,159.12
1999-08-12,161.83
1999-08-13,161.73
1999-08-16,161.33
1999-08-17,162.21
1999-08-18,163.03
1999-08-19,161.49
1999-08-20,159.83
1999-08-23,159.64
1999-08-24,159.52
1999-08-25,159.8
1999-08-26,159.43
1999-08-27,160.53
1999-08-31,159.27
1999-09-01,158.62
1999-09-02,158.09
1999-09-03,158.39
1999-09-06,159.06
1999-09-07,159.16
1999-09-08,159.25
1999-09-09,158.42
1999-09-10,157.03
1999-09-13,159.08
1999-09-14,160.19
